location_id,city,state,zipcode
L12999,Oklahoma C,OK,73103
L13,Anchorage,AK,99587
L130,Decatur,AL,35601
L1300,Glendale,CA,91208
L13000,Oklahoma C,OK,73104
L13001,Oklahoma C,OK,73105
L13002,Oklahoma C,OK,73106
L13003,Oklahoma C,OK,73107
L13004,Oklahoma C,OK,73108
L13005,Oklahoma C,OK,73109
L13006,Oklahoma C,OK,73111
L13007,Oklahoma C,OK,73112
L13008,Oklahoma C,OK,73114
L13009,Oklahoma C,OK,73116
L1301,Glendale,CA,91214
L13010,Oklahoma C,OK,73117
L13011,Oklahoma C,OK,73118
L13012,Oklahoma C,OK,73119
L13013,Oklahoma C,OK,73120
L13014,Oklahoma C,OK,73121
L13015,Oklahoma C,OK,73127
L13016,Oklahoma C,OK,73128
L13017,Oklahoma C,OK,73129
L13018,Oklahoma C,OK,73131
L13019,Oklahoma C,OK,73132
L1302,Glendora,CA,91740
L13020,Oklahoma C,OK,73134
L13021,Oklahoma C,OK,73135
L13022,Oklahoma C,OK,73139
L13023,Oklahoma C,OK,73142
L13024,Oklahoma C,OK,73149
L13025,Oklahoma C,OK,73150
L13026,Oklahoma C,OK,73151
L13027,Oklahoma C,OK,73159
L13028,Oklahoma C,OK,73162
L13029,Oklahoma C,OK,73165
L1303,Glendora,CA,91741
L13030,Oklahoma C,OK,73169
L13031,Oklahoma C,OK,73170
L13032,Oklahoma C,OK,73173
L13033,Oklahoma C,OK,73179
L13034,Oklahoma C,OK,74857
L13035,Okmulgee,OK,74447
L13036,Oktaha,OK,74450
L13037,Oologah,OK,74053
L13038,Owasso,OK,74055
L13039,Paden,OK,74829
L1304,Goleta,CA,93117
L13040,Paden,OK,74860
L13041,Pauls Vall,OK,73075
L13042,Pawhuska,OK,74056
L13043,Pawnee,OK,74058
L13044,Perkins,OK,74059
L13045,Perry,OK,73077
L13046,Pettit,OK,74451
L13047,Piedmont,OK,73078
L13048,Pocola,OK,74902
L13049,Ponca City,OK,74601
L1305,Gonzales,CA,93926
L13050,Ponca City,OK,74604
L13051,Porum,OK,74455
L13052,Poteau,OK,74953
L13053,Prague,OK,74864
L13054,Pryor,OK,74361
L13055,Purcell,OK,73080
L13056,Quinton,OK,74561
L13057,Ramona,OK,74061
L13058,Ringling,OK,73456
L13059,Roland,OK,74954
L1306,Grand Terr,CA,92313
L13060,Rush Sprin,OK,73082
L13061,Salina,OK,74365
L13062,Sallisaw,OK,74955
L13063,Sand Sprin,OK,74063
L13064,Sapulpa,OK,74066
L13065,Sapulpa,OK,74131
L13066,Sawyer,OK,74756
L13067,Sayre,OK,73662
L13068,Seiling,OK,73663
L13069,Seminole,OK,74868
L1307,Granite Ba,CA,95746
L13070,Sentinel,OK,73664
L13071,Shady Poin,OK,74956
L13072,Shattuck,OK,73858
L13073,Shawnee,OK,74801
L13074,Shawnee,OK,74804
L13075,Skiatook,OK,74070
L13076,Slaughterv,OK,73051
L13077,Snyder,OK,73566
L13078,Spencer,OK,73084
L13079,Sperry,OK,74073
L1308,Grass Vall,CA,95945
L13080,Spiro,OK,74959
L13081,Springer,OK,73458
L13082,Stigler,OK,74462
L13083,Stillwater,OK,74074
L13084,Stillwater,OK,74075
L13085,Stilwell,OK,74960
L13086,Stonewall,OK,74871
L13087,Stratford,OK,74872
L13088,Stroud,OK,74079
L13089,Stuart,OK,74570
L1309,Grass Vall,CA,95949
L13090,Sulphur,OK,73086
L13091,Tahlequah,OK,74464
L13092,Talihina,OK,74571
L13093,Tecumseh,OK,74873
L13094,Temple,OK,73568
L13095,Thomas,OK,73669
L13096,Tipton,OK,73570
L13097,Tishomingo,OK,73460
L13098,Tonkawa,OK,74653
L13099,Tulsa,OK,74104
L131,Delta,AL,36258
L1310,Green Vall,CA,92341
L13100,Tulsa,OK,74105
L13101,Tulsa,OK,74106
L13102,Tulsa,OK,74107
L13103,Tulsa,OK,74108
L13104,Tulsa,OK,74110
L13105,Tulsa,OK,74112
L13106,Tulsa,OK,74114
L13107,Tulsa,OK,74115
L13108,Tulsa,OK,74119
L13109,Tulsa,OK,74120
L1311,Greenfield,CA,93927
L13110,Tulsa,OK,74126
L13111,Tulsa,OK,74127
L13112,Tulsa,OK,74128
L13113,Tulsa,OK,74129
L13114,Tulsa,OK,74130
L13115,Tulsa,OK,74132
L13116,Tulsa,OK,74133
L13117,Tulsa,OK,74134
L13118,Tulsa,OK,74135
L13119,Tulsa,OK,74136
L1312,Greenville,CA,95947
L13120,Tulsa,OK,74137
L13121,Tulsa,OK,74145
L13122,Tulsa,OK,74146
L13123,Tupelo,OK,74572
L13124,Tuttle,OK,73089
L13125,Valliant,OK,74764
L13126,Velma,OK,73491
L13127,Vian,OK,74962
L13128,Vici,OK,73859
L13129,Vinita,OK,74301
L1313,Gridley,CA,95948
L13130,Wagoner,OK,74467
L13131,Walters,OK,73572
L13132,Wanette,OK,74878
L13133,Warner,OK,74469
L13134,Warr Acres,OK,73122
L13135,Watonga,OK,73772
L13136,Waurika,OK,73573
L13137,Wayne,OK,73095
L13138,Waynoka,OK,73860
L13139,Weatherfor,OK,73096
L1314,Groveland,CA,95321
L13140,Welch,OK,74369
L13141,Welling,OK,74471
L13142,Wellston,OK,74881
L13143,Westville,OK,74965
L13144,Wetumka,OK,74883
L13145,Wewoka,OK,74884
L13146,Wilburton,OK,74578
L13147,Wilson,OK,73463
L13148,Wister,OK,74966
L13149,Woodward,OK,73801
L1315,Grover Bea,CA,93433
L13150,Wyandotte,OK,74370
L13151,Wynnewood,OK,73098
L13152,Yale,OK,74085
L13153,Yukon,OK,73099
L13154,Albany,OR,97321
L13155,Albany,OR,97322
L13156,Aloha,OR,97078
L13157,Arch Cape,OR,97102
L13158,Ashland,OR,97520
L13159,Astoria,OR,97103
L1316,Guadalupe,CA,93434
L13160,Aumsville,OR,97325
L13161,Aurora,OR,97002
L13162,Baker City,OR,97814
L13163,Bandon,OR,97411
L13164,Banks,OR,97106
L13165,Bay City,OR,97107
L13166,Beavercree,OR,97004
L13167,Beaverton,OR,97003
L13168,Beaverton,OR,97005
L13169,Beaverton,OR,97006
L1317,Gualala,CA,95445
L13170,Beaverton,OR,97007
L13171,Beaverton,OR,97008
L13172,Bend,OR,97701
L13173,Bend,OR,97702
L13174,Bend,OR,97703
L13175,Boardman,OR,97818
L13176,Bonanza,OR,97623
L13177,Boring,OR,97009
L13178,Brightwood,OR,97011
L13179,Brookings,OR,97415
L1318,Guernevill,CA,95446
L13180,Brownsvill,OR,97327
L13181,Burns,OR,97720
L13182,Canby,OR,97013
L13183,Cannon Bea,OR,97110
L13184,Canyonvill,OR,97417
L13185,Carlton,OR,97111
L13186,Cave Junct,OR,97523
L13187,Cedar Mill,OR,97229
L13188,Central Po,OR,97502
L13189,Chiloquin,OR,97624
L1319,Gustine,CA,95322
L13190,Clackamas,OR,97015
L13191,Clatskanie,OR,97016
L13192,Cloverdale,OR,97112
L13193,Cloverdale,OR,97135
L13194,Colton,OR,97017
L13195,Columbia C,OR,97018
L13196,Coos Bay,OR,97420
L13197,Coquille,OR,97423
L13198,Cornelius,OR,97113
L13199,Corvallis,OR,97330
L132,Demopolis,AL,36732
L1320,Hacienda H,CA,91745
L13200,Corvallis,OR,97333
L13201,Cottage Gr,OR,97424
L13202,Crescent,OR,97733
L13203,Creswell,OR,97426
L13204,Dallas,OR,97338
L13205,Damascus,OR,97089
L13206,Dayton,OR,97114
L13207,Depoe Bay,OR,97341
L13208,Drain,OR,97435
L13209,Dundee,OR,97115
L1321,Half Moon ,CA,94019
L13210,Eagle Cree,OR,97022
L13211,Eagle Poin,OR,97524
L13212,Elgin,OR,97827
L13213,Enterprise,OR,97828
L13214,Estacada,OR,97023
L13215,Eugene,OR,97401
L13216,Eugene,OR,97402
L13217,Eugene,OR,97403
L13218,Eugene,OR,97404
L13219,Eugene,OR,97405
L1322,Hanford,CA,93230
L13220,Eugene,OR,97408
L13221,Fairview,OR,97024
L13222,Florence,OR,97439
L13223,Forest Gro,OR,97116
L13224,Four Corne,OR,97317
L13225,Gaston,OR,97119
L13226,Gervais,OR,97026
L13227,Gladstone,OR,97027
L13228,Glendale,OR,97442
L13229,Glide,OR,97443
L1323,Hawaiian G,CA,90716
L13230,Gold Beach,OR,97444
L13231,Grants Pas,OR,97526
L13232,Grants Pas,OR,97527
L13233,Gresham,OR,97030
L13234,Gresham,OR,97080
L13235,Happy Vall,OR,97086
L13236,Harrisburg,OR,97446
L13237,Hayesville,OR,97305
L13238,Heppner,OR,97836
L13239,Hermiston,OR,97838
L1324,Hawthorne,CA,90250
L13240,Hillsboro,OR,97123
L13241,Hillsboro,OR,97124
L13242,Hines,OR,97738
L13243,Hood River,OR,97031
L13244,Hubbard,OR,97032
L13245,Huntington,OR,97907
L13246,Idanha,OR,97350
L13247,Independen,OR,97351
L13248,Ione,OR,97843
L13249,Irrigon,OR,97844
L1325,Hayfork,CA,96041
L13250,Jacksonvil,OR,97530
L13251,Jefferson,OR,97352
L13252,Joseph,OR,97846
L13253,Junction C,OR,97448
L13254,Keizer,OR,97303
L13255,Klamath Fa,OR,97601
L13256,Klamath Fa,OR,97603
L13257,La Grande,OR,97850
L13258,Lafayette,OR,97127
L13259,Lake Osweg,OR,97034
L1326,Hayward,CA,94541
L13260,Lake Osweg,OR,97035
L13261,Lakeside,OR,97449
L13262,Lakeview,OR,97630
L13263,Lebanon,OR,97355
L13264,Lincoln Ci,OR,97367
L13265,Lyons,OR,97358
L13266,Madras,OR,97741
L13267,Malin,OR,97632
L13268,McMinnvill,OR,97128
L13269,Medford,OR,97501
L1327,Hayward,CA,94542
L13270,Medford,OR,97504
L13271,Merlin,OR,97532
L13272,Merrill,OR,97633
L13273,Mill City,OR,97360
L13274,Milton Fre,OR,97862
L13275,Milwaukie,OR,97222
L13276,Molalla,OR,97038
L13277,Monmouth,OR,97361
L13278,Monroe,OR,97456
L13279,Mount Ange,OR,97362
L1328,Hayward,CA,94544
L13280,Mount Hood,OR,97041
L13281,Mulino,OR,97042
L13282,Myrtle Cre,OR,97457
L13283,Myrtle Poi,OR,97458
L13284,Nehalem,OR,97130
L13285,Nehalem,OR,97131
L13286,Neskowin,OR,97149
L13287,Newberg,OR,97132
L13288,Newport,OR,97365
L13289,North Bend,OR,97459
L1329,Hayward,CA,94545
L13290,North Plai,OR,97133
L13291,Nyssa,OR,97913
L13292,Oakland,OR,97462
L13293,Oakridge,OR,97463
L13294,Oatfield,OR,97267
L13295,Ontario,OR,97914
L13296,Oregon Cit,OR,97045
L13297,Otis,OR,97368
L13298,Pendleton,OR,97801
L13299,Philomath,OR,97370
L133,Dora,AL,35062
L1330,Healdsburg,CA,95448
L13300,Phoenix,OR,97535
L13301,Pilot Rock,OR,97868
L13302,Port Orfor,OR,97465
L13303,Portland,OR,97201
L13304,Portland,OR,97202
L13305,Portland,OR,97203
L13306,Portland,OR,97205
L13307,Portland,OR,97206
L13308,Portland,OR,97210
L13309,Portland,OR,97211
L1331,Helendale,CA,92342
L13310,Portland,OR,97212
L13311,Portland,OR,97213
L13312,Portland,OR,97214
L13313,Portland,OR,97215
L13314,Portland,OR,97216
L13315,Portland,OR,97217
L13316,Portland,OR,97218
L13317,Portland,OR,97219
L13318,Portland,OR,97220
L13319,Portland,OR,97221
L1332,Hemet,CA,92543
L13320,Portland,OR,97227
L13321,Portland,OR,97230
L13322,Portland,OR,97231
L13323,Portland,OR,97232
L13324,Portland,OR,97233
L13325,Portland,OR,97236
L13326,Portland,OR,97239
L13327,Portland,OR,97266
L13328,Powell But,OR,97753
L13329,Prineville,OR,97754
L1333,Hemet,CA,92544
L13330,Rainier,OR,97048
L13331,Redmond,OR,97756
L13332,Reedsport,OR,97467
L13333,Rhododendr,OR,97028
L13334,Rhododendr,OR,97049
L13335,Riddle,OR,97469
L13336,Rockaway B,OR,97136
L13337,Rogue Rive,OR,97537
L13338,Roseburg,OR,97470
L13339,Roseburg,OR,97471
L1334,Hemet,CA,92545
L13340,Saint Hele,OR,97051
L13341,Salem,OR,97301
L13342,Salem,OR,97302
L13343,Salem,OR,97304
L13344,Salem,OR,97306
L13345,Sandy,OR,97055
L13346,Scappoose,OR,97056
L13347,Scio,OR,97374
L13348,Seal Rock,OR,97376
L13349,Seaside,OR,97138
L1335,Herald,CA,95638
L13350,Selma,OR,97538
L13351,Shady Cove,OR,97539
L13352,Sheridan,OR,97378
L13353,Sherwood,OR,97140
L13354,Siletz,OR,97380
L13355,Silverton,OR,97381
L13356,Sisters,OR,97759
L13357,Sixes,OR,97476
L13358,South Beac,OR,97366
L13359,Springfiel,OR,97477
L1336,Hercules,CA,94547
L13360,Springfiel,OR,97478
L13361,Stanfield,OR,97875
L13362,Stayton,OR,97383
L13363,Sublimity,OR,97385
L13364,Sutherlin,OR,97479
L13365,Sweet Home,OR,97386
L13366,Talent,OR,97540
L13367,Terrebonne,OR,97760
L13368,The Dalles,OR,97058
L13369,Tigard,OR,97223
L1337,Hermosa Be,CA,90254
L13370,Tigard,OR,97224
L13371,Tillamook,OR,97141
L13372,Toledo,OR,97391
L13373,Troutdale,OR,97060
L13374,Tualatin,OR,97062
L13375,Turner,OR,97392
L13376,Tygh Valle,OR,97063
L13377,Umatilla,OR,97882
L13378,Union,OR,97883
L13379,Vale,OR,97918
L1338,Hesperia,CA,92344
L13380,Veneta,OR,97487
L13381,Vernonia,OR,97064
L13382,Waldport,OR,97394
L13383,Warrenton,OR,97146
L13384,Welches,OR,97067
L13385,West Linn,OR,97068
L13386,West Slope,OR,97225
L13387,Weston,OR,97886
L13388,White City,OR,97503
L13389,Willamina,OR,97396
L1339,Hesperia,CA,92345
L13390,Williams,OR,97544
L13391,Wilsonvill,OR,97070
L13392,Winchester,OR,97495
L13393,Winston,OR,97496
L13394,Woodburn,OR,97071
L13395,Yachats,OR,97498
L13396,Yoncalla,OR,97499
L13397,Abington,PA,19001
L13398,Abington,PA,19038
L13399,Abington,PA,19046
L134,Dora,AL,35130
L1340,Hidden Val,CA,95467
L13400,Abington,PA,19095
L13401,Akron,PA,17501
L13402,Albany Tow,PA,18833
L13403,Albany Tow,PA,19529
L13404,Albion,PA,16401
L13405,Alburtis,PA,18011
L13406,Allegheny ,PA,15656
L13407,Allegheny ,PA,16635
L13408,Allentown,PA,18102
L13409,Allentown,PA,18103
L1341,Highland,CA,92346
L13410,Allentown,PA,18109
L13411,Altoona,PA,16601
L13412,Altoona,PA,16602
L13413,Ambridge,PA,15003
L13414,Amity Town,PA,19518
L13415,Annville,PA,17003
L13416,Antrim Tow,PA,17225
L13417,Ardmore,PA,19003
L13418,Armstrong ,PA,15774
L13419,Arona,PA,15617
L1342,Hilmar,CA,95324
L13420,Ashland,PA,17921
L13421,Aston,PA,19014
L13422,Atglen,PA,19310
L13423,Athens Tow,PA,16404
L13424,Athens Tow,PA,18810
L13425,Avoca,PA,18641
L13426,Avondale,PA,19311
L13427,Avonmore,PA,15618
L13428,Back Mount,PA,18612
L13429,Baldwin To,PA,15227
L1343,Hinkley,CA,92347
L13430,Baldwin To,PA,15236
L13431,Barrett To,PA,18325
L13432,Beaver Tow,PA,16232
L13433,Bedford To,PA,15522
L13434,Beech Cree,PA,16822
L13435,Bell Towns,PA,15757
L13436,Bellefonte,PA,16823
L13437,Belleville,PA,17004
L13438,Bellevue,PA,15202
L13439,Bellwood,PA,16617
L1344,Hollister,CA,95023
L13440,Bensalem,PA,19020
L13441,Benton Tow,PA,17814
L13442,Berlin,PA,15530
L13443,Bern Towns,PA,19533
L13444,Berwick,PA,18603
L13445,Bessemer,PA,16112
L13446,Bethel,PA,19507
L13447,Bethel Par,PA,15102
L13448,Bethel Tow,PA,17026
L13449,Bethel Tow,PA,17267
L1345,Homewood,CA,96141
L13450,Bethlehem,PA,18015
L13451,Bethlehem,PA,18017
L13452,Bethlehem,PA,18018
L13453,Bethlehem ,PA,18020
L13454,Blairsvill,PA,15717
L13455,Blooming G,PA,18428
L13456,Bloomsburg,PA,17815
L13457,Boalsburg,PA,16827
L13458,Boiling Sp,PA,17007
L13459,Brackenrid,PA,15014
L1346,Hughson,CA,95326
L13460,Bradford T,PA,16701
L13461,Bradford T,PA,16881
L13462,Bradfordwo,PA,15015
L13463,Bradys Ben,PA,16028
L13464,Braintrim ,PA,18623
L13465,Bridgeport,PA,19405
L13466,Bridgeton ,PA,18972
L13467,Brighton T,PA,15009
L13468,Bristol To,PA,19007
L13469,Brodheadsv,PA,18322
L1347,Huntington,CA,90255
L13470,Brookhaven,PA,19015
L13471,Brookville,PA,15825
L13472,Broomall,PA,19008
L13473,Brown Town,PA,17084
L13474,Brownsvill,PA,15417
L13475,Bryn Mawr,PA,19010
L13476,Buckingham,PA,18902
L13477,Buckingham,PA,18925
L13478,Buffalo To,PA,16055
L13479,Bullskin T,PA,15610
L1348,Huntington,CA,92646
L13480,Burnham,PA,17009
L13481,Butler Tow,PA,16001
L13482,Butler Tow,PA,18222
L13483,Caernarvon,PA,17555
L13484,Caernarvon,PA,19543
L13485,Cambridge ,PA,16403
L13486,Canaan Tow,PA,18472
L13487,Canton Tow,PA,17724
L13488,Carlisle,PA,17013
L13489,Carnegie,PA,15106
L1349,Huntington,CA,92647
L13490,Carroll To,PA,17019
L13491,Carroll To,PA,17090
L13492,Carroll Va,PA,17320
L13493,Castle Sha,PA,15234
L13494,Catasauqua,PA,18032
L13495,Catawissa ,PA,17820
L13496,Cecil,PA,15321
L13497,Cecil Town,PA,15055
L13498,Center Tow,PA,15061
L13499,Center Tow,PA,15748
L135,Dothan,AL,36303
L1350,Huntington,CA,92648
L13500,Central Ci,PA,15926
L13501,Centre Tow,PA,17068
L13502,Centre Tow,PA,19541
L13503,Chadds For,PA,19317
L13504,Chambersbu,PA,17201
L13505,Chanceford,PA,17309
L13506,Chanceford,PA,17322
L13507,Cheltenham,PA,19012
L13508,Cheltenham,PA,19027
L13509,Cherry Tow,PA,18614
L1351,Huntington,CA,92649
L13510,Chester Sp,PA,19425
L13511,Chester To,PA,19013
L13512,Chestnut H,PA,18330
L13513,Chippewa T,PA,15010
L13514,Clairton,PA,15025
L13515,Clarion To,PA,16214
L13516,Clearfield,PA,16830
L13517,Clinton,PA,16056
L13518,Clinton To,PA,17752
L13519,Clinton To,PA,18421
L1352,Huron,CA,93234
L13520,Coaldale,PA,18218
L13521,Colebrookd,PA,19512
L13522,Colerain T,PA,17536
L13523,College To,PA,16851
L13524,Collier To,PA,15142
L13525,Columbia,PA,17512
L13526,Conemaugh ,PA,15681
L13527,Conemaugh ,PA,15725
L13528,Conemaugh ,PA,15935
L13529,Conestoga ,PA,17516
L1353,Idyllwild,CA,92549
L13530,Conneaut L,PA,16316
L13531,Conneautvi,PA,16406
L13532,Connellsvi,PA,15425
L13533,Conoy,PA,17502
L13534,Conshohock,PA,19428
L13535,Conway,PA,15027
L13536,Coolbaugh,PA,18346
L13537,Coolbaugh,PA,18466
L13538,Corry,PA,16407
L13539,Couderspor,PA,16915
L1354,Imperial B,CA,91932
L13540,Cowanshann,PA,16249
L13541,Cranberry,PA,16346
L13542,Crescent,PA,15046
L13543,Cressona,PA,17929
L13544,Croydon,PA,19021
L13545,Cumberland,PA,17325
L13546,Cummings,PA,17776
L13547,Cumru Town,PA,19607
L13548,Curwensvil,PA,16833
L13549,Dalton,PA,18414
L1355,Indian Wel,CA,92210
L13550,Damascus,PA,18405
L13551,Damascus,PA,18415
L13552,Danville,PA,17821
L13553,Darby Town,PA,19023
L13554,Darby Town,PA,19036
L13555,Darlington,PA,16115
L13556,Davidsvill,PA,15928
L13557,Decatur,PA,16666
L13558,Decatur,PA,17841
L13559,Delaware,PA,18328
L1356,Indio,CA,92201
L13560,Delaware T,PA,17094
L13561,Delaware T,PA,17777
L13562,Denver,PA,17517
L13563,Devon-Berw,PA,19333
L13564,Dickinson ,PA,17324
L13565,Dingman To,PA,18337
L13566,Donegal To,PA,16025
L13567,Donora,PA,15033
L13568,Downingtow,PA,19335
L13569,Doylestown,PA,18901
L1357,Indio,CA,92203
L13570,Dravosburg,PA,15034
L13571,Dreher Tow,PA,18445
L13572,Dresher,PA,19025
L13573,Drexel Hil,PA,19026
L13574,Du Bois,PA,15801
L13575,Dublin,PA,18917
L13576,Dunbar Tow,PA,15431
L13577,Duquesne,PA,15110
L13578,Duryea,PA,18642
L13579,East Deer ,PA,15030
L1358,Inglewood,CA,90301
L13580,East Drumo,PA,17566
L13581,East Earl,PA,17519
L13582,East Green,PA,18041
L13583,East Hanov,PA,17028
L13584,East Lampe,PA,17572
L13585,East Manch,PA,17347
L13586,East Marlb,PA,19348
L13587,East Mc Ke,PA,15035
L13588,East Notti,PA,19363
L13589,East Penns,PA,17025
L1359,Inglewood,CA,90302
L13590,East Peter,PA,17520
L13591,East Pitts,PA,15112
L13592,East St Cl,PA,15554
L13593,East Strou,PA,18301
L13594,East Vince,PA,19475
L13595,East Wheat,PA,15954
L13596,East York,PA,17402
L13597,Easton,PA,18042
L13598,Economy,PA,15005
L13599,Eddystone,PA,19022
L136,Dothan,AL,36305
L1360,Inglewood,CA,90303
L13600,Edgewood,PA,17866
L13601,Eldred Tow,PA,16731
L13602,Elizabeth ,PA,15037
L13603,Elizabeth ,PA,15135
L13604,Elizabetht,PA,17022
L13605,Ellwood Ci,PA,16117
L13606,Elverson,PA,19520
L13607,Elysburg,PA,17824
L13608,Emmaus,PA,18049
L13609,Ephrata To,PA,17522
L1361,Inglewood,CA,90304
L13610,Erie,PA,16503
L13611,Erie,PA,16504
L13612,Erie,PA,16508
L13613,Erie,PA,16510
L13614,Exeter Tow,PA,18615
L13615,Exeter Tow,PA,18643
L13616,Exeter Tow,PA,19606
L13617,Exton,PA,19341
L13618,Fairchance,PA,15436
L13619,Fairfield ,PA,16314
L1362,Inglewood,CA,90305
L13620,Fairless H,PA,19030
L13621,Fairview T,PA,16415
L13622,Fairview T,PA,17339
L13623,Fallowfiel,PA,15022
L13624,Farrell,PA,16121
L13625,Fawn,PA,17321
L13626,Fayette To,PA,17049
L13627,Fermanagh,PA,17059
L13628,Fleetwood,PA,19522
L13629,Flourtown,PA,19031
L1363,Inyokern,CA,93527
L13630,Folcroft,PA,19032
L13631,Folsom,PA,19033
L13632,Ford City,PA,16226
L13633,Ford Cliff,PA,16228
L13634,Forks Town,PA,18040
L13635,Fort Washi,PA,19034
L13636,Forward To,PA,16033
L13637,Forward To,PA,16053
L13638,Foster Tow,PA,16727
L13639,Fox Townsh,PA,15846
L1364,Ione,CA,95640
L13640,Frackville,PA,17931
L13641,Franconia,PA,18964
L13642,Franklin,PA,16323
L13643,Franklin P,PA,15143
L13644,Franklin T,PA,15486
L13645,Franklin T,PA,16123
L13646,Franklin T,PA,17353
L13647,Franklin T,PA,17842
L13648,Freedom To,PA,16637
L13649,Freeland,PA,18224
L1365,Irvine,CA,92602
L13650,Friedens,PA,15541
L13651,Fullerton,PA,18052
L13652,Fulton,PA,17563
L13653,Galeton,PA,16922
L13654,Garnet Val,PA,19060
L13655,Gastonvill,PA,15332
L13656,Georges To,PA,15478
L13657,German Tow,PA,15458
L13658,Gibson Tow,PA,15832
L13659,Girard Tow,PA,16417
L1366,Irvine,CA,92603
L13660,Girardvill,PA,17935
L13661,Glassport,PA,15045
L13662,Glen Lyon,PA,18617
L13663,Glen Mills,PA,19342
L13664,Glen Rock,PA,17327
L13665,Green Lane,PA,18054
L13666,Greene Tow,PA,15050
L13667,Greene Tow,PA,17222
L13668,Greene Tow,PA,18426
L13669,Greenfield,PA,16625
L1367,Irvine,CA,92604
L13670,Greensburg,PA,15601
L13671,Greenwich ,PA,19534
L13672,Greenwood ,PA,17846
L13673,Gregg Town,PA,16875
L13674,Grindstone,PA,15442
L13675,Halifax To,PA,17032
L13676,Hamburg,PA,19526
L13677,Hamilton T,PA,17202
L13678,Hamilton T,PA,17301
L13679,Hampden To,PA,17050
L1368,Irvine,CA,92606
L13680,Hampton To,PA,15101
L13681,Hanover,PA,17331
L13682,Hanover To,PA,15021
L13683,Hanover To,PA,15026
L13684,Hanover To,PA,18706
L13685,Harborcree,PA,16421
L13686,Harleysvil,PA,19438
L13687,Harrisburg,PA,17102
L13688,Harrisburg,PA,17103
L13689,Harrisburg,PA,17104
L1369,Irvine,CA,92612
L13690,Harrison T,PA,15065
L13691,Harveys La,PA,18618
L13692,Hatfield T,PA,18915
L13693,Hatfield T,PA,19440
L13694,Havertown,PA,19083
L13695,Hazleton,PA,18201
L13696,Hegins,PA,17938
L13697,Heidelberg,PA,18053
L13698,Hempfield ,PA,15611
L13699,Henry Clay,PA,15424
L137,Double Spr,AL,35553
L1370,Irvine,CA,92614
L13700,Henry Clay,PA,15459
L13701,Hepburn,PA,17728
L13702,Hershey,PA,17033
L13703,Highspire,PA,17034
L13704,Hollidaysb,PA,16648
L13705,Honesdale,PA,18431
L13706,Honey Broo,PA,19344
L13707,Hopewell T,PA,15001
L13708,Hopewell T,PA,16650
L13709,Hopewell T,PA,17240
L1371,Irvine,CA,92617
L13710,Hopewell T,PA,17363
L13711,Hopwood,PA,15445
L13712,Horsham,PA,19044
L13713,Horton Tow,PA,15823
L13714,Howard Tow,PA,16841
L13715,Hummelstow,PA,17036
L13716,Hunlock,PA,18621
L13717,Huntingdon,PA,16652
L13718,Indiana To,PA,15024
L13719,Irwin Town,PA,16038
L1372,Irvine,CA,92618
L13720,Jackson,PA,18360
L13721,Jackson To,PA,17067
L13722,Jackson To,PA,17364
L13723,Jackson To,PA,17830
L13724,Jacobus,PA,17407
L13725,Jay Townsh,PA,15868
L13726,Jeannette,PA,15644
L13727,Jefferson ,PA,19506
L13728,Jenner Tow,PA,15531
L13729,Jersey Sho,PA,17740
L1373,Irvine,CA,92620
L13730,Jim Thorpe,PA,18229
L13731,Johnsonbur,PA,15845
L13732,Kane,PA,16735
L13733,Keating To,PA,16732
L13734,Keating To,PA,16749
L13735,King of Pr,PA,19406
L13736,Kingston,PA,18704
L13737,Kittanning,PA,16201
L13738,Kulpmont,PA,17834
L13739,Kutztown,PA,19530
L1374,Ivanhoe,CA,93235
L13740,Lake City,PA,16423
L13741,Lake Meade,PA,17316
L13742,Lake Wynon,PA,17922
L13743,Lamar Town,PA,17751
L13744,Lancaster ,PA,16037
L13745,Lancaster ,PA,17602
L13746,Lancaster ,PA,17603
L13747,Lansdale,PA,19446
L13748,Lansdowne,PA,19050
L13749,Lansford,PA,18232
L1375,Jackson,CA,95642
L13750,Latimore T,PA,17372
L13751,Lawrence P,PA,16511
L13752,Leacock To,PA,17529
L13753,Leacock-Le,PA,17540
L13754,Lebanon,PA,17042
L13755,Leetsdale,PA,15056
L13756,Lehigh Tow,PA,18038
L13757,Lehigh Tow,PA,18088
L13758,Lehigh Tow,PA,18424
L13759,Lehman Tow,PA,18324
L1376,Jamestown,CA,95327
L13760,Lemoyne,PA,17043
L13761,Letterkenn,PA,17244
L13762,Levittown,PA,19054
L13763,Levittown,PA,19055
L13764,Levittown,PA,19056
L13765,Levittown,PA,19057
L13766,Lewis Town,PA,17771
L13767,Lewistown,PA,17044
L13768,Liberty To,PA,16678
L13769,Limerick,PA,19468
L1377,Jamul,CA,91935
L13770,Limestone,PA,15864
L13771,Little Bea,PA,16120
L13772,Littlestow,PA,17340
L13773,Liverpool ,PA,17045
L13774,Lock Haven,PA,17745
L13775,Londonderr,PA,15545
L13776,Londonderr,PA,19330
L13777,Longswamp,PA,19539
L13778,Lower Alle,PA,17011
L13779,Lower Chan,PA,17302
L1378,Janesville,CA,96114
L13780,Lower Macu,PA,18062
L13781,Lower Macu,PA,18106
L13782,Lower Maha,PA,17017
L13783,Lower Make,PA,19067
L13784,Lower Meri,PA,19004
L13785,Lower Meri,PA,19066
L13786,Lower Meri,PA,19072
L13787,Lower Meri,PA,19085
L13788,Lower More,PA,19006
